manufacturer_id,manufacturer_name,revenue_million,profit_margin_percent,operational_efficiency,compliance_score,customer_rating,debt_to_equity_ratio,sustainability_index,innovation_index,delivery_timeliness,after_sales_service_rating,defect_rate_percent,capacity_utilization,on_time_delivery_rate,warranty_claim_rate,regulatory_violation_count,certifications_count,contract_breach_count,legal_dispute_count,region_risk_index,market_share_percent,employee_count,training_hours_per_employee,it_system_maturity,supplier_diversity,supply_chain_resilience,carbon_intensity,renewable_energy_ratio,it_incident_rate,data_quality_score,digitization_level,average_lead_time_days,currency_volatility_index,partnership_years,trust_score,trust_status
1852,Manufacturer_1852,409.814,31.68,0.51,97.55,2.158,0.57,43.097,68.236,10.912,2.311,0.67,59.43,74.7,0.55,8,19,4,2,21.268,1.46,3184,70.461,1.296,77.045,35.461,89.593,29.46,1.47,95.064,42.151,14,83.33,2,0.563,FAIR
1853,Manufacturer_1853,432.071,31.42,0.81,37.331,2.369,2.2,66.723,66.071,17.288,4.911,0.83,59.93,64.79,3.35,7,19,4,1,36.124,7.31,4587,28.848,2.706,38.743,74.029,152.975,2.58,0.97,52.041,71.549,36,40.514,16,0.54,FAIR
1854,Manufacturer_1854,424.792,27.73,0.65,79.912,4.478,1.3,18.613,98.505,24.219,4.325,8.18,73.176,96.35,0.15,5,3,3,0,79.636,9.92,1142,88.415,1.203,32.614,19.632,424.672,42.67,9.28,72.961,87.24,36,47.081,14,0.667,GOOD
1855,Manufacturer_1855,460.274,21.9,0.87,94.11,4.838,2.14,15.383,22.81,90.53,2.433,7.29,50.169,75.42,1.53,2,17,3,1,24.601,7.86,1209,69.354,2.647,56.996,33.809,230.751,0.75,4.12,85.811,76.31,58,61.807,13,0.81,EXCELLENT
1856,Manufacturer_1856,133.598,8.6,0.95,27.31,2.923,0.95,30.787,3.011,36.572,4.444,3.16,74.631,61.55,3.86,4,6,1,1,77.031,0.94,2963,22.296,4.408,17.993,95.35,87.97,75.6,8.73,79.327,17.479,13,77.17,5,0.597,FAIR
1857,Manufacturer_1857,379.971,20.96,0.57,53.122,2.026,0.48,10.173,67.797,91.582,4.232,3.11,62.219,83.1,2.4,7,8,0,2,90.454,6.8,2435,81.92,2.6,63.949,96.15,128.74,44.01,3.41,70.429,5.209,40,80.933,12,0.586,FAIR
1858,Manufacturer_1858,235.664,15.7,0.86,93.553,2.968,0.48,23.626,17.234,75.074,3.722,3.51,77.5,70.31,2.12,9,10,3,2,5.602,4.23,2574,63.204,1.935,26.14,52.498,196.169,98.14,7.86,84.062,55.597,58,65.112,3,0.737,EXCELLENT
1859,Manufacturer_1859,422.579,28.77,0.76,36.223,3.149,0.69,8.69,67.938,74.941,4.323,5.7,73.935,75.37,3.95,4,5,3,2,94.544,5.69,2268,83.988,2.374,41.18,12.772,160.717,51.25,4.28,70.907,30.309,24,52.199,12,0.5,FAIR
1860,Manufacturer_1860,366.96,27.74,0.56,94.701,4.283,0.43,40.198,31.969,80.349,2.424,8.62,67.579,78.78,2.07,4,9,1,2,49.455,4.38,2013,41.113,3.198,53.352,7.115,95.86,90.09,5.17,61.754,88.986,43,61.043,13,0.658,GOOD
1861,Manufacturer_1861,390.459,32.32,0.83,62.175,2.143,0.74,71.146,4.335,9.597,4.165,4.82,47.15,63.05,2.42,1,19,4,0,60.074,4.35,3702,81.817,1.203,76.943,85.063,485.576,24.99,9.44,85.384,87.525,11,2.673,6,0.557,FAIR
1862,Manufacturer_1862,331.519,5.44,0.8,27.991,2.638,1.78,28.654,76.977,81.462,3.923,1.57,49.439,79.57,2.52,0,17,0,0,27.88,11.57,286,64.767,2.818,93.124,54.183,202.687,93.5,1.21,96.486,50.616,35,28.376,7,0.613,GOOD
1863,Manufacturer_1863,96.94,29.27,0.76,55.99,4.682,0.84,0.373,5.165,25.258,2.854,1.67,60.785,71.54,2.58,0,1,2,0,50.472,3.86,2667,90.958,3.29,75.907,29.935,170.442,74.81,3.61,58.086,57.038,32,96.691,25,0.659,GOOD
1864,Manufacturer_1864,277.063,33.15,0.96,46.101,2.464,1.09,55.707,22.414,98.393,4.071,0.66,84.42,88.49,0.6,1,3,3,0,80.88,14.99,1288,88.093,4.272,32.89,93.544,435.298,0.51,9.51,65.779,23.351,7,3.247,19,0.826,EXCELLENT
1865,Manufacturer_1865,492.488,28.68,0.76,42.576,4.278,0.25,69.194,33.641,84.82,4.037,7.43,60.093,70.24,2.69,5,13,0,2,80.376,14.28,1082,76.396,3.627,65.275,19.707,377.766,3.18,7.78,76.665,32.928,6,30.221,8,0.558,FAIR
1866,Manufacturer_1866,469.32,8.91,1.0,63.318,3.084,2.69,39.132,13.275,99.665,2.717,4.05,56.78,97.77,2.0,2,16,2,2,30.84,6.38,108,14.955,2.514,95.809,11.472,173.376,77.69,5.44,80.991,10.941,55,88.623,15,0.765,EXCELLENT
1867,Manufacturer_1867,31.155,7.44,0.75,58.687,3.988,0.5,29.7,91.357,93.712,2.443,9.19,87.634,89.7,4.51,2,14,0,0,69.392,0.53,4547,33.907,4.291,39.166,53.554,186.087,16.74,4.4,70.43,50.54,43,86.54,6,0.49,FAIR
1868,Manufacturer_1868,90.759,5.63,0.56,58.557,2.222,1.11,49.064,62.184,35.973,3.087,3.17,92.34,64.78,0.16,5,2,1,1,83.582,6.49,4208,51.487,1.416,3.108,8.804,390.243,91.99,1.73,74.035,92.394,9,9.194,8,0.563,FAIR
1869,Manufacturer_1869,74.547,23.86,0.74,27.051,2.86,1.2,10.124,87.54,94.169,3.197,8.0,83.453,65.6,2.63,3,16,2,1,92.801,5.38,4975,32.201,2.014,96.862,86.156,124.253,17.86,6.27,88.233,23.427,9,92.263,1,0.525,FAIR
1870,Manufacturer_1870,365.73,23.89,0.59,84.185,3.274,2.34,64.393,68.205,33.023,4.472,5.0,66.872,74.37,4.88,9,5,2,0,14.262,2.72,4849,65.032,3.234,80.989,75.89,241.631,43.72,9.32,63.8,16.034,9,12.403,25,0.59,FAIR
1871,Manufacturer_1871,410.715,34.61,0.8,58.515,4.572,1.5,73.33,99.195,65.927,3.308,8.5,52.744,61.09,0.17,1,8,0,0,22.024,10.57,3000,12.746,4.631,11.262,26.743,37.893,20.22,3.83,51.026,25.762,15,98.526,12,0.766,EXCELLENT
1872,Manufacturer_1872,114.621,16.94,0.85,85.672,3.69,1.21,70.463,52.515,81.865,4.21,5.66,99.691,61.96,3.49,6,5,3,1,72.813,3.43,4648,73.339,2.713,42.458,8.648,64.546,87.3,7.53,64.681,25.584,25,8.314,18,0.66,GOOD
1873,Manufacturer_1873,257.868,14.96,0.73,85.968,2.136,2.12,32.867,5.376,38.197,3.388,2.0,60.286,88.75,0.25,3,7,2,2,91.059,5.11,4950,10.113,4.438,18.0,22.432,384.066,96.67,4.37,82.049,15.073,54,55.306,3,0.7,EXCELLENT
1874,Manufacturer_1874,421.944,23.73,0.55,45.371,4.406,1.83,84.271,16.086,20.387,2.201,8.03,65.96,73.09,4.33,8,1,3,1,7.982,8.75,4868,96.893,2.039,2.217,29.893,125.537,67.16,8.97,75.676,29.02,10,53.438,21,0.548,FAIR
1875,Manufacturer_1875,369.073,29.77,0.73,20.348,2.164,0.33,94.685,58.843,89.489,3.958,0.16,71.328,68.14,1.06,1,16,1,2,23.581,8.33,1051,50.89,2.649,38.016,34.539,86.195,96.81,0.37,64.866,31.291,57,91.106,7,0.666,GOOD
1876,Manufacturer_1876,275.696,33.1,0.54,92.9,4.803,1.01,29.707,34.773,10.328,4.686,5.09,73.875,74.73,4.14,1,9,1,1,90.291,6.45,2098,57.367,2.785,59.972,14.318,472.805,43.12,1.17,79.659,83.452,42,3.801,28,0.576,FAIR
1877,Manufacturer_1877,299.27,29.09,0.84,80.856,2.635,2.94,26.272,11.289,36.498,3.555,2.04,41.22,99.31,4.59,3,10,2,0,14.135,11.61,2149,12.001,3.332,6.79,5.374,348.139,10.12,2.62,50.735,90.747,37,74.188,11,0.628,GOOD
1878,Manufacturer_1878,259.097,17.8,0.9,28.58,3.464,1.5,70.411,23.814,54.057,4.106,3.45,93.835,96.1,0.77,0,14,3,1,59.599,5.1,3877,86.389,4.196,45.374,7.765,439.314,34.95,9.64,76.468,14.69,24,28.75,17,0.713,EXCELLENT
1879,Manufacturer_1879,155.799,24.05,0.98,76.138,2.217,1.33,70.828,47.457,80.475,4.337,4.15,92.821,70.19,0.58,6,10,1,0,2.199,13.28,3694,82.436,4.711,60.074,27.83,67.871,58.27,4.39,97.288,20.724,59,8.127,20,0.776,EXCELLENT
1880,Manufacturer_1880,286.861,30.69,0.57,21.602,3.685,0.53,51.042,51.818,86.884,3.402,5.64,47.482,63.06,4.2,9,7,1,2,25.218,6.96,3841,28.18,2.699,9.769,87.89,220.632,93.44,9.16,97.078,22.146,31,13.712,16,0.523,FAIR
1881,Manufacturer_1881,347.554,19.72,0.77,22.221,3.492,2.53,92.332,93.458,51.163,2.749,3.61,90.942,73.13,0.96,2,12,0,2,27.192,2.01,867,17.001,2.798,12.719,43.822,340.094,87.84,7.05,71.383,47.229,43,20.463,7,0.679,GOOD
1882,Manufacturer_1882,437.928,11.5,0.78,62.066,3.231,0.49,14.632,9.068,57.34,4.58,6.48,49.415,60.36,0.36,1,17,0,2,1.44,3.93,772,38.364,1.421,64.689,23.485,419.647,6.12,1.94,89.914,99.957,31,70.36,8,0.643,GOOD
1883,Manufacturer_1883,321.783,10.09,0.96,27.683,2.107,0.4,47.737,35.781,85.383,4.486,1.96,54.568,68.87,1.18,1,2,2,1,77.549,3.45,4321,15.323,3.831,36.547,47.138,272.863,55.76,7.89,58.664,10.288,41,42.788,21,0.682,GOOD
1884,Manufacturer_1884,382.95,5.0,0.81,97.147,4.637,1.37,3.521,50.605,46.701,4.578,7.92,71.148,84.98,1.11,8,17,0,2,72.142,13.81,4144,16.771,2.673,91.777,9.977,486.986,52.48,0.16,97.968,77.809,33,45.467,10,0.727,EXCELLENT
1885,Manufacturer_1885,88.435,26.55,0.57,91.506,4.408,1.37,5.266,11.327,55.91,4.477,6.06,98.608,63.59,3.41,5,9,2,2,0.638,7.7,2621,17.685,3.63,12.812,34.419,235.913,64.62,8.71,65.672,50.481,22,39.832,20,0.628,GOOD
1886,Manufacturer_1886,236.163,8.33,0.72,71.985,3.899,2.95,5.368,68.78,1.844,2.399,3.58,68.891,66.88,2.41,5,2,4,0,8.813,10.56,3994,46.669,3.411,89.729,96.927,56.515,49.55,5.58,94.129,78.463,12,37.816,5,0.618,GOOD
1887,Manufacturer_1887,14.572,12.32,0.83,25.097,3.717,0.47,49.179,51.503,95.112,3.244,5.37,63.104,77.26,3.85,8,2,0,2,77.232,13.32,2991,91.092,1.023,38.104,12.94,456.724,86.51,6.22,51.703,5.085,25,26.931,5,0.58,FAIR
1888,Manufacturer_1888,130.873,13.94,0.85,45.987,4.085,1.5,58.896,45.951,56.678,2.575,4.1,71.109,88.6,1.26,8,17,4,2,22.385,8.65,2774,15.684,1.16,31.759,11.071,336.809,62.32,7.93,62.701,2.226,20,0.452,7,0.728,EXCELLENT
1889,Manufacturer_1889,365.966,21.81,0.93,49.738,2.432,0.68,0.349,65.608,72.757,2.466,8.76,53.978,81.1,2.51,9,10,0,2,57.447,0.77,4320,78.166,4.473,97.248,29.775,468.129,33.17,7.3,89.444,26.986,36,76.005,23,0.556,FAIR
1890,Manufacturer_1890,495.987,16.94,0.59,58.47,4.798,2.14,63.255,28.781,24.791,4.344,5.51,95.913,89.33,0.62,3,19,0,2,94.564,1.04,1569,10.443,1.655,31.874,35.351,179.686,39.44,6.95,52.795,19.006,28,61.063,29,0.672,GOOD
1891,Manufacturer_1891,58.597,25.24,0.98,33.512,2.854,1.24,48.97,33.933,65.659,3.444,7.91,96.113,63.7,2.41,1,7,2,0,19.053,2.53,4438,72.259,2.902,49.627,68.251,484.081,20.03,7.32,57.43,93.358,30,37.61,24,0.617,GOOD
1892,Manufacturer_1892,206.732,6.67,0.53,66.201,3.969,1.98,22.38,16.27,46.003,2.272,7.97,80.57,66.45,2.55,4,17,4,2,5.407,5.33,3911,54.019,2.412,21.498,6.36,104.673,82.89,0.99,78.225,30.244,54,37.38,1,0.636,GOOD
1893,Manufacturer_1893,402.035,8.72,0.99,54.862,3.82,1.08,1.51,52.373,11.247,3.218,7.37,49.284,95.62,4.57,5,15,0,1,58.984,3.28,1396,27.369,3.231,68.518,50.468,383.681,67.86,1.13,75.221,78.959,40,0.327,10,0.578,FAIR
1894,Manufacturer_1894,109.977,19.98,0.93,95.784,3.91,1.74,15.61,37.241,83.017,4.98,7.53,69.136,98.39,4.75,2,6,3,1,31.548,1.23,464,88.608,2.241,4.582,68.663,79.616,80.21,8.42,69.342,74.891,36,63.876,19,0.717,EXCELLENT
1895,Manufacturer_1895,281.992,15.11,0.83,94.896,4.637,1.46,60.033,26.033,83.934,2.637,2.32,62.926,92.83,4.39,9,15,3,1,66.125,6.0,4515,64.491,2.665,95.192,35.479,72.185,85.45,8.26,67.392,16.14,22,96.615,10,0.796,EXCELLENT
1896,Manufacturer_1896,369.205,13.87,0.87,65.238,2.888,1.19,65.884,12.474,6.371,3.191,8.72,99.751,88.81,4.62,4,13,0,1,96.236,13.35,1789,91.101,1.682,19.143,23.557,14.591,84.99,1.01,60.349,59.228,52,80.326,7,0.491,FAIR
1897,Manufacturer_1897,311.833,7.01,0.54,71.548,4.247,1.66,64.706,2.323,39.061,3.784,7.11,43.126,62.07,0.33,8,14,0,0,56.825,11.06,3155,74.444,2.989,74.598,79.29,496.542,80.95,6.1,51.476,57.967,51,72.739,17,0.612,GOOD
1898,Manufacturer_1898,102.132,31.87,0.52,31.024,3.795,1.21,15.316,19.335,28.144,2.599,0.63,55.497,99.94,4.15,4,1,0,2,68.197,8.46,1217,27.122,4.472,23.602,58.153,466.639,68.93,6.83,90.212,17.315,26,96.953,19,0.598,FAIR
1899,Manufacturer_1899,184.138,25.75,0.55,37.866,2.228,2.44,91.121,24.743,51.637,4.903,6.51,69.502,68.43,0.43,5,11,4,0,22.482,11.79,2809,34.022,4.815,19.325,22.862,213.723,26.17,4.58,78.324,57.022,55,49.286,24,0.628,GOOD
1900,Manufacturer_1900,394.058,8.65,0.54,92.057,3.242,1.54,41.095,48.544,48.88,3.905,4.87,89.506,76.47,2.9,8,13,2,0,75.132,4.98,2287,71.611,1.822,70.603,11.887,247.443,23.51,9.12,65.748,37.418,24,75.632,4,0.602,GOOD
1901,Manufacturer_1901,281.571,6.95,0.77,75.933,4.514,2.72,76.801,24.1,65.643,2.688,1.51,83.743,85.15,0.52,8,9,4,2,5.493,13.88,1862,57.863,1.598,66.985,65.597,467.097,30.44,3.06,85.888,64.182,33,47.141,25,0.802,EXCELLENT
1902,Manufacturer_1902,12.563,34.25,0.61,35.154,2.946,0.75,16.648,81.765,24.749,3.34,4.78,97.37,81.7,3.98,5,8,3,2,87.778,7.74,1423,68.164,1.721,42.194,58.888,430.612,38.01,4.43,54.523,83.815,17,12.921,8,0.456,FAIR
1903,Manufacturer_1903,382.885,25.44,0.93,65.617,3.447,0.43,47.057,47.413,22.17,3.083,9.23,52.634,99.64,0.11,8,13,2,1,44.53,7.82,4119,70.816,2.674,69.87,33.163,470.112,74.85,3.1,66.524,79.099,37,21.281,1,0.587,FAIR
1904,Manufacturer_1904,27.303,17.52,0.72,94.781,3.466,1.2,52.152,62.381,72.333,2.367,8.77,46.179,83.71,1.98,9,9,0,1,28.753,5.34,862,45.473,1.364,18.528,61.172,410.213,24.48,8.99,96.413,45.647,59,71.792,24,0.612,GOOD
1905,Manufacturer_1905,375.41,26.05,0.85,47.614,3.854,0.63,77.036,20.794,97.621,2.854,0.96,75.397,68.87,2.69,6,8,2,0,60.305,8.51,2272,95.572,4.278,99.062,17.5,151.2,60.95,3.4,92.953,13.131,42,99.234,23,0.638,GOOD
1906,Manufacturer_1906,109.215,27.69,0.83,34.866,4.652,1.24,62.152,41.613,94.634,3.661,4.46,65.955,82.54,1.43,5,6,2,1,83.493,14.0,3550,69.953,2.048,8.445,69.554,497.193,32.03,9.79,68.851,7.769,45,27.694,3,0.692,GOOD
1907,Manufacturer_1907,479.456,28.4,0.66,95.362,2.521,0.7,39.93,60.278,79.199,2.264,5.14,59.908,73.01,2.58,1,11,3,0,39.945,1.73,1759,70.342,2.72,66.043,87.105,409.128,83.09,1.92,71.704,46.844,58,50.503,11,0.665,GOOD
1908,Manufacturer_1908,190.291,19.34,0.62,56.901,3.514,2.62,28.251,31.105,6.747,2.145,6.94,86.519,86.62,4.39,9,17,1,2,66.566,6.5,4932,17.777,1.914,63.725,80.38,261.221,63.96,0.12,63.819,55.199,27,4.064,23,0.53,FAIR
1909,Manufacturer_1909,170.196,17.9,0.67,53.379,3.273,1.75,97.296,33.62,23.777,3.624,7.69,72.931,61.57,3.09,6,7,0,2,91.941,9.2,4733,45.772,1.756,20.012,30.326,443.827,64.92,1.17,99.957,49.879,41,25.241,21,0.419,FAIR
1910,Manufacturer_1910,82.955,5.33,0.9,41.405,2.888,1.54,28.453,80.743,68.963,3.302,8.3,59.299,71.06,2.81,0,8,4,0,77.729,4.9,3465,95.391,1.102,12.834,18.065,40.119,3.65,8.66,91.046,72.513,27,86.465,26,0.582,FAIR
1911,Manufacturer_1911,159.746,32.8,0.79,91.327,4.759,2.38,12.947,83.718,29.577,2.565,6.0,72.268,81.93,4.91,0,10,4,0,95.027,11.24,2470,37.102,2.752,68.884,41.237,123.225,31.7,3.73,78.487,1.437,45,65.824,12,0.641,GOOD
1912,Manufacturer_1912,439.559,23.1,0.63,87.649,2.025,0.48,30.042,53.294,39.362,4.138,8.83,95.955,91.07,2.01,8,4,2,2,84.773,2.05,3542,30.584,4.486,84.501,25.672,200.279,96.19,9.14,98.365,3.74,11,66.808,22,0.609,GOOD
1913,Manufacturer_1913,498.204,11.09,0.91,52.239,2.366,2.59,32.694,89.641,95.368,2.264,5.61,55.717,93.34,4.42,4,3,3,0,35.635,10.34,4111,33.347,1.94,14.698,27.925,343.184,85.42,5.08,87.702,84.072,54,72.578,26,0.524,FAIR
1914,Manufacturer_1914,190.472,32.59,0.53,22.449,4.2,1.5,12.786,73.668,8.631,2.811,0.33,67.119,96.58,3.27,1,8,4,1,61.447,6.5,4431,15.683,1.689,93.042,12.13,331.304,61.67,8.06,97.042,81.839,43,91.739,9,0.572,FAIR
1915,Manufacturer_1915,229.819,32.45,0.85,55.732,2.79,0.5,70.815,5.53,86.125,2.304,4.64,57.267,75.13,3.9,3,5,3,0,17.675,0.25,4853,47.067,2.714,53.222,91.711,11.545,20.66,2.63,86.492,72.837,16,59.825,7,0.688,GOOD
1916,Manufacturer_1916,363.815,34.68,0.72,34.469,4.17,2.48,61.917,55.947,5.03,4.183,1.7,74.529,83.49,1.63,2,14,2,0,90.624,14.84,3200,75.152,4.617,32.495,80.115,483.133,43.03,9.16,53.758,70.13,47,23.607,25,0.514,FAIR
1917,Manufacturer_1917,444.236,31.22,0.87,31.419,4.497,1.44,31.662,69.779,33.794,3.898,5.78,94.117,83.44,3.09,2,10,0,2,32.73,5.17,2306,55.492,2.417,7.849,78.95,32.908,20.77,3.8,55.333,48.152,27,0.674,11,0.566,FAIR
1918,Manufacturer_1918,300.592,34.93,0.96,51.447,2.764,1.85,99.3,54.088,55.54,2.565,6.84,79.153,95.98,4.26,7,17,2,0,51.466,7.28,4626,81.651,2.572,47.562,70.094,195.985,40.1,4.48,62.495,80.924,14,89.833,25,0.597,FAIR
1919,Manufacturer_1919,201.848,12.34,0.88,27.926,2.576,2.69,65.501,83.198,35.638,3.672,6.84,51.665,93.85,3.17,7,10,3,1,52.105,1.21,2030,18.376,4.554,68.307,44.898,106.024,78.44,3.77,51.266,89.586,36,38.724,16,0.423,FAIR
1920,Manufacturer_1920,212.185,30.27,0.72,96.597,2.436,2.68,70.319,30.084,95.716,4.089,4.96,47.75,76.98,3.41,0,19,3,0,25.966,9.12,1762,66.955,2.817,36.022,11.441,125.457,77.73,9.79,53.177,95.154,8,22.107,1,0.73,EXCELLENT
1921,Manufacturer_1921,350.853,29.69,0.58,23.803,2.6,2.69,55.718,6.548,50.438,2.103,7.2,42.106,83.8,2.6,9,5,3,0,93.861,0.52,3827,63.549,3.472,24.057,6.778,19.511,1.53,1.0,78.833,23.398,26,30.177,10,0.471,FAIR
1922,Manufacturer_1922,11.577,11.93,0.9,52.11,2.802,1.31,55.157,63.362,73.384,3.99,1.23,90.439,96.63,0.72,9,2,3,1,82.089,7.49,592,61.16,1.991,31.142,5.158,485.538,43.85,4.45,88.632,25.249,35,4.694,11,0.764,EXCELLENT
1923,Manufacturer_1923,313.599,7.95,0.73,33.016,4.606,2.27,2.002,73.08,70.207,2.935,9.48,68.295,99.99,3.77,7,1,4,0,37.025,5.0,1952,48.991,2.994,9.017,82.998,392.069,28.28,5.36,53.225,35.582,10,54.28,28,0.491,FAIR
1924,Manufacturer_1924,184.192,34.38,0.54,75.105,4.31,0.78,77.091,76.525,83.509,2.406,8.45,65.365,89.54,3.5,9,17,1,0,27.949,2.9,3709,95.754,3.533,63.739,42.142,159.367,74.48,7.57,63.106,45.165,27,62.81,1,0.652,GOOD
1925,Manufacturer_1925,399.157,13.88,0.86,26.305,2.006,2.51,91.074,1.106,86.391,4.463,8.56,55.846,62.74,2.53,9,18,2,1,47.301,4.31,1593,12.488,2.624,37.632,40.298,160.867,71.0,1.88,80.254,6.698,18,33.286,1,0.52,FAIR
1926,Manufacturer_1926,55.565,31.13,0.65,63.744,4.622,1.09,12.226,67.338,46.632,3.818,0.43,65.805,95.67,2.08,7,19,1,2,96.064,12.19,3277,92.981,4.598,6.363,11.868,298.843,41.32,1.7,71.303,18.965,22,31.907,13,0.681,GOOD
1927,Manufacturer_1927,298.219,5.12,0.52,81.848,2.236,1.45,79.563,2.073,86.3,3.64,2.37,61.145,79.12,3.37,4,6,2,0,78.693,14.98,1274,92.864,3.424,12.421,34.46,139.166,99.86,8.75,91.706,24.374,40,42.928,20,0.66,GOOD
1928,Manufacturer_1928,245.677,5.63,0.95,96.005,3.966,2.69,53.431,77.479,65.345,4.509,1.08,84.624,74.03,3.53,2,17,0,1,37.528,3.03,4133,99.742,4.625,70.269,91.401,360.879,31.97,1.34,67.29,35.155,42,16.392,26,0.796,EXCELLENT
1929,Manufacturer_1929,324.74,18.98,0.74,75.882,2.454,2.44,28.531,70.311,68.606,2.795,8.67,82.416,71.61,1.98,4,15,2,1,11.36,12.64,4753,85.446,1.856,71.443,84.063,481.843,26.04,3.58,55.645,16.734,9,23.969,20,0.667,GOOD
1930,Manufacturer_1930,41.778,12.16,0.64,27.959,2.187,2.86,92.088,56.741,17.324,2.042,7.52,66.761,92.15,1.6,1,15,3,0,8.6,10.27,2465,92.915,1.092,28.238,6.3,477.037,85.56,9.75,97.098,85.93,16,40.65,7,0.375,FAIR
1931,Manufacturer_1931,294.192,25.7,0.86,27.082,4.279,1.15,1.737,50.632,24.51,4.846,1.05,79.226,95.93,4.85,8,17,1,0,68.029,5.52,1627,20.675,2.203,0.573,99.98,436.277,83.11,1.72,57.615,47.807,37,17.198,19,0.61,GOOD
1932,Manufacturer_1932,285.127,21.97,0.94,78.528,3.402,0.54,27.406,71.511,68.766,2.788,4.08,75.36,87.43,4.88,1,7,0,2,26.048,6.76,3319,86.446,4.672,46.669,94.018,111.648,20.87,5.07,91.166,99.97,40,98.061,18,0.617,GOOD
1933,Manufacturer_1933,284.723,7.32,0.5,37.226,3.797,2.74,88.625,5.72,26.563,3.9,5.17,78.462,62.38,1.93,3,19,2,2,69.608,14.5,1312,29.012,4.267,92.575,80.256,464.039,50.37,9.41,67.179,20.726,21,59.65,16,0.457,FAIR
1934,Manufacturer_1934,305.709,9.88,0.84,55.779,3.276,1.53,48.101,83.219,49.004,4.931,7.18,85.562,99.47,4.81,5,17,4,2,25.361,5.97,3312,55.732,3.39,40.552,91.421,392.405,21.47,0.38,71.253,75.026,37,59.796,4,0.587,FAIR
1935,Manufacturer_1935,341.469,16.64,0.88,98.13,2.202,2.68,59.892,20.123,48.997,2.701,3.0,45.517,82.31,2.96,7,11,2,0,78.117,11.14,3817,66.612,3.634,70.102,30.593,354.952,30.23,0.16,64.547,40.955,50,17.853,8,0.62,GOOD
1936,Manufacturer_1936,404.445,10.57,0.6,85.593,4.219,2.22,74.977,47.779,23.404,4.978,2.98,89.912,93.1,0.17,6,4,4,2,4.124,12.75,1938,46.163,4.635,67.222,46.513,243.157,24.73,2.95,75.053,37.628,10,39.47,12,0.674,GOOD
1937,Manufacturer_1937,142.212,28.77,0.74,87.727,4.461,2.64,14.797,48.68,56.649,3.616,5.36,56.961,88.85,0.64,9,6,1,2,76.476,8.99,4861,47.344,4.354,89.194,65.508,366.038,27.86,6.05,88.103,7.494,35,41.765,25,0.759,EXCELLENT
1938,Manufacturer_1938,414.274,17.48,0.54,88.862,2.124,2.0,21.518,77.712,56.376,4.877,5.3,62.898,73.41,1.18,6,7,3,2,26.383,9.05,621,22.731,4.19,33.894,47.826,13.479,82.52,2.34,90.28,87.651,46,39.998,1,0.604,GOOD
1939,Manufacturer_1939,254.145,7.8,0.87,69.564,3.127,2.46,99.863,19.299,12.902,2.258,1.21,56.593,96.71,4.09,9,9,3,0,33.815,7.64,4442,54.986,1.144,22.262,2.666,171.851,29.9,6.82,70.32,54.856,25,50.063,29,0.647,GOOD
1940,Manufacturer_1940,47.759,19.53,0.92,79.515,3.672,0.45,23.745,29.975,38.111,3.593,7.16,89.609,72.19,3.69,7,4,1,1,13.889,14.16,3729,74.072,3.107,87.196,47.434,490.344,35.38,4.58,58.433,98.532,33,48.533,3,0.643,GOOD
1941,Manufacturer_1941,38.69,7.73,0.55,48.717,3.816,2.91,53.92,66.311,36.583,4.833,1.87,92.186,99.19,4.15,1,14,0,2,16.978,13.57,4134,15.29,2.853,58.974,75.672,239.961,82.1,4.06,82.32,58.628,46,70.024,19,0.56,FAIR
1942,Manufacturer_1942,173.777,8.87,0.91,99.876,3.734,0.62,29.871,41.277,56.209,2.467,8.51,48.428,99.36,2.65,6,14,1,2,48.03,12.84,498,38.489,4.935,52.613,42.071,310.573,3.48,2.91,69.134,97.325,26,85.603,26,0.747,EXCELLENT
1943,Manufacturer_1943,394.6,12.19,0.89,42.37,4.079,0.17,85.142,29.886,74.933,2.826,7.75,71.321,61.73,2.85,2,19,3,2,72.084,12.28,3250,93.921,3.004,74.287,97.891,194.578,64.06,8.46,99.136,7.956,12,93.417,20,0.603,GOOD
1944,Manufacturer_1944,356.764,30.79,0.67,67.201,4.9,1.64,96.176,62.142,1.823,2.637,9.81,62.907,65.17,0.32,5,16,3,0,47.607,9.31,3823,53.878,1.671,64.412,69.53,13.749,4.35,5.57,53.961,64.304,48,89.194,15,0.605,GOOD
1945,Manufacturer_1945,396.421,32.74,0.85,42.565,3.172,2.16,14.129,8.657,13.256,4.896,1.79,50.92,69.38,1.15,7,10,4,0,65.748,11.85,865,81.72,1.395,36.538,0.2,174.625,94.38,2.36,56.519,84.377,37,85.411,12,0.578,FAIR
1946,Manufacturer_1946,263.462,29.79,0.5,28.966,3.67,2.18,60.057,78.978,30.199,2.791,9.45,73.398,74.77,2.36,6,5,1,1,29.575,10.78,2894,15.329,1.464,99.702,69.191,461.576,66.65,9.15,63.773,10.198,9,53.575,8,0.462,FAIR
1947,Manufacturer_1947,225.698,15.02,0.97,65.407,4.097,1.08,81.158,52.475,81.041,2.363,7.35,61.936,86.14,4.01,8,9,4,2,0.842,14.14,2485,74.772,4.443,56.796,88.895,153.856,67.92,5.96,83.894,31.319,10,97.232,19,0.591,FAIR
